SomaID	num_samples	BETA	SE	P	TargetFullName	Target	UniProt	EntrezGeneID	EntrezGeneSymbol
X2834.54	3059	0.0449013543363151	0.0326420164371647	0.169056808597558	Kallikrein-8	kallikrein 8	O60259	11202	KLK8
X2835.1	2979	-0.0150302770900693	0.030224061791604	0.619018082927576	X-ray repair cross-complementing protein 6	Ku70	P12956	2547	XRCC6
X2836.68	3065	0.0396840596080783	0.0286862840019242	0.166649892695622	Neutrophil gelatinase-associated lipocalin	Lipocalin 2	P80188	3934	LCN2
X2837.3	3078	-0.0142577064920316	0.0327534768983066	0.663372911726744	Hepatocyte growth factor receptor	Met	P08581	4233	MET
X2838.53	3064	-0.0350576760348764	0.0322158231961724	0.276587600123949	Matrix metalloproteinase-17	MMP-17	Q9ULZ9	4326	MMP17
X2839.2	3052	0.00153272994122057	0.0324198324922901	0.962295154245064	Tumor necrosis factor ligand superfamily member 4	OX40 Ligand	P23510	7292	TNFSF4
X2841.13	2876	0.0616165528927283	0.0328983124259532	0.0611791928111886	Secreted frizzled-related protein 3	sFRP-3	Q92765	2487	FRZB
X2843.13	3032	0.0457317648036384	0.0329177809985129	0.164853036321308	Kunitz-type protease inhibitor 2	SPINT2	O43291	10653	SPINT2
X2844.53	3074	0.0231780262118429	0.0317188280458024	0.464997916966616	Tyrosine-protein kinase receptor Tie-1, soluble	sTie-1	P35590	7075	TIE1
X2848.2	2898	0.000765756369037182	0.0325147161215031	0.981212340406692	Wnt inhibitory factor 1	WIF-1	Q9Y5W5	11197	WIF1
X2849.49	3058	0.0143990296639437	0.0313785037517738	0.646351883540637	Allograft inflammatory factor 1	AIF1	P55008	199	AIF1
X2851.63	3027	0.0218317620526811	0.0312134057350743	0.48433426481714	C5a anaphylatoxin	C5a	P01031	727	C5
X2853.68	3046	0.046625405017983	0.0332619039795959	0.161088114457603	Serine/threonine-protein kinase Chk1	CHK1	O14757	1111	CHEK1
X2855.49	2983	0.0661736902259522	0.0324508449499187	0.041519213582422	Mitogen-activated protein kinase 3	ERK-1	P27361	5595	MAPK3
X2857.70	2845	0.0160638387008715	0.0347061467727045	0.643505640715688	Glucocorticoid receptor	Glucocorticoid receptor	P04150	2908	NR3C1
X2858.29	2874	0.00713119917145899	0.0345695382051428	0.836582569154627	Histone acetyltransferase type B catalytic subunit	Hat1	O14929	8520	HAT1
X2859.69	3054	-0.0668739050766194	0.0330459751574572	0.0430927171788629	Histone deacetylase 8	HDAC8	Q9BY41	55869	HDAC8
X2860.19	3049	-0.0537773242034089	0.0322870195784937	0.0958965327620115	Importin subunit alpha-1	Karyopherin-a2	P52292	3838	KPNA2
X2864.2	3028	-0.0186955605724063	0.0315437755334422	0.553435906641689	Dual specificity mitogen-activated protein kinase kinase 1	MEK1	Q02750	5604	MAP2K1
X2867.52	2873	0.0272399586588612	0.0344612437365982	0.429329802204229	RAC-alpha serine/threonine-protein kinase	PKB	P31749	207	AKT1
X2869.68	2874	0.0264478796035237	0.0341381538966236	0.43856316823645	Protein kinase C delta type	PKC-D	Q05655	5580	PRKCD
X2870.29	3034	0.0288374004379769	0.0314262795995719	0.358891261758987	Ras-related C3 botulinum toxin substrate 1	RAC1	P63000	5879	RAC1
X2871.73	2972	0.093564652289295	0.0331767613019037	0.00483174422462466	DNA repair protein RAD51 homolog 1	RAD51	Q06609	5888	RAD51
X2875.15	3001	-0.00468026973060503	0.0316873027955362	0.882588188419576	TATA-box-binding protein	TBP	P20226	6908	TBP
X2876.74	3032	0.00264132851527653	0.0320396418497162	0.934302814035967	DNA topoisomerase 1	Topoisomerase I	P11387	7150	TOP1
X2877.3	3043	0.0477260342152973	0.0304859038774081	0.117568098302952	SUMO-conjugating enzyme UBC9	UBC9	P63279	7329	UBE2I
X2878.66	3048	0.0186842413591541	0.032996794325539	0.571269958583442	Tyrosine-protein kinase Yes	YES	P07947	7525	YES1
X2879.9	3060	-0.0177781585808168	0.0325222466648381	0.58466218436896	Alpha-1-antichymotrypsin	a1-Antichymotrypsin	P01011	12	SERPINA3
X2888.49	3072	0.0354474207270284	0.0284677283358336	0.213161889399176	Complement component C7	C7	P10643	730	C7
X2889.37	3048	0.0740578353430017	0.0329328126247889	0.0245999716799905	Cardiotrophin-1	Cardiotrophin-1	Q16619	1489	CTF1
X2890.59	3004	-0.0262799475314371	0.032048955724506	0.412285353199617	C-C motif chemokine 28	CCL28	Q9NRJ3	56477	CCL28
X2891.1	2885	-0.0168081007919035	0.0330610478341728	0.611215029023978	B-cell receptor CD22	CD22	P20273	933	CD22
X2900.53	3071	0.0324324799638465	0.0298745845225006	0.277732758052266	C-C motif chemokine 14	HCC-1	Q16627	6358	CCL14
X2906.55	3040	-0.0136537221174187	0.0330254237998051	0.679320600562156	Interleukin-4	IL-4	P05112	3565	IL4
X2911.27	3007	0.0434713842042517	0.0322258883795221	0.177452977977209	Midkine	Midkine	P21741	4192	MDK
X2913.1	3074	0.044288514492891	0.0296598895702449	0.135485306756746	C-C motif chemokine 23	MPIF-1	P55773	6368	CCL23
X2915.6	2884	0.00710564792302694	0.0345651347617989	0.8371393742051	Proliferating cell nuclear antigen	PCNA	P12004	5111	PCNA
X2917.3	2886	0.0266353172324143	0.0339262646505133	0.43246341955427	Tumor necrosis factor ligand superfamily member 11	sRANKL	O14788	8600	TNFSF11
X2925.9	3042	0.0387020001721465	0.0293893911120192	0.187982535195395	Plasminogen activator inhibitor 1	PAI-1	P05121	5054	SERPINE1
X2937.10	3046	0.0399065227345561	0.0329895522709111	0.226499822442264	Apolipoprotein E (isoform E3)	Apo E3	P02649	348	APOE
X2938.55	3054	0.00313602653815016	0.0321504414020031	0.922302248487828	Apolipoprotein E (isoform E4)	Apo E4	P02649	348	APOE
X2939.10	2978	-0.00429258768360716	0.0302106109724979	0.887019627119787	Artemin	Artemin	Q5T4W7	9048	ARTN
X2942.50	3041	0.024453323280438	0.0330176385494123	0.458985341752622	Cytochrome c	Cytochrome c	P99999	54205	CYCS
X2943.5	3060	0.0162796087471314	0.031590802942941	0.606361820627699	Cytochrome P450 3A4	Cytochrome P450 3A4	P08684	1576	CYP3A4
X2944.66	3075	0.0167963815507347	0.0314044383651372	0.592798879084596	Neuroblastoma suppressor of tumorigenicity 1	DAN	P41271	100532736	NBL1
X2946.52	3084	0.0486498368636353	0.0266339056766365	0.0678556165465156	Complement factor D	Factor D	P00746	1675	CFD
X2948.58	3055	0.044772510877108	0.0331234303329017	0.176576587759616	Growth hormone receptor	Growth hormone receptor	P10912	2690	GHR
X2949.6	3060	-0.0228976502937651	0.0317724490223497	0.471164342575791	Group 10 secretory phospholipase A2	GX	O15496	8399	PLA2G10
X2950.57	3054	0.0508351435888669	0.0299987186853245	0.0902586943794098	Insulin-like growth factor-binding protein 4	IGFBP-4	P22692	3487	IGFBP4
X2952.75	3074	0.0169985181569343	0.0321788474483471	0.597363457298497	Insulin-like growth factor I	IGF-I	P05019	3479	IGF1
X2953.31	3069	0.00155387527171644	0.0295839323778015	0.958114389697222	Luteinizing hormone	Luteinizing hormone	P01215|P01229	1081|3972	CGA|LHB
X2954.56	2913	0.0130410758874187	0.0332697802248387	0.695102253061251	Neutrophil collagenase	MMP-8	P22894	4317	MMP8
X2960.66	3069	0.00201966382453189	0.0309973111843748	0.948054004417381	Properdin	Properdin	P27918	5199	CFP
X2961.1	3049	0.0377197216053202	0.0326096886959375	0.247485340835661	Vitamin K-dependent protein C	Protein C	P04070	5624	PROC
X2962.50	3040	0.00933312956121747	0.0312770264175748	0.765416916856158	Parathyroid hormone-related protein	PTHrP	P12272	5744	PTHLH
X2966.65	3050	-0.0040562162124654	0.0309975827061553	0.895898032274477	Stem cell growth factor-beta	SCGF-beta	Q9Y240	6320	CLEC11A
X2967.8	3042	0.0263269615037761	0.0311077319664348	0.397443936288186	Vascular cell adhesion protein 1	VCAM-1	P19320	7412	VCAM1
X2968.61	3066	0.00426168531739261	0.0314413135285962	0.89219067152011	Tumor necrosis factor ligand superfamily member 15	TNFSF15	O95150	9966	TNFSF15
X2969.11	2891	-0.0684283601533742	0.0335185707674163	0.0412921556087514	Serine/threonine-protein kinase receptor R3	ALK-1	P37023	94	ACVRL1
X2970.60	3005	-0.0136842737662221	0.0325725900286566	0.6744309056419	Amphiregulin	AREG	P15514	374	AREG
X2972.57	3065	0.0176710267407194	0.0311608064194126	0.570694021297545	Bone morphogenetic protein 7	BMP-7	P18075	655	BMP7
X2973.15	3036	-0.00767080181722828	0.0326993697388028	0.814546361652518	Platelet glycoprotein 4	CD36 ANTIGEN	P16671	948	CD36
X2974.61	3056	-0.0159426219452216	0.033075815289348	0.629839132154522	Contactin-1	contactin-1	Q12860	1272	CNTN1
X2975.19	3078	-0.0490997330642873	0.0329974475752801	0.136858154024338	Connective tissue growth factor	CTGF	P29279	1490	CCN2
X2977.7	3071	0.0293690152415944	0.0314931468059562	0.351125108861899	Tumor necrosis factor receptor superfamily member EDAR	EDAR	Q9UNE0	10913	EDAR
X2979.8	3048	-0.0157734051020304	0.0334443877050502	0.637224416188953	C-X-C motif chemokine 5	ENA-78	P42830	6374	CXCL5
X2981.9	2903	0.0407293157956481	0.0327817317767045	0.214175914182788	Endothelial cell-selective adhesion molecule	ESAM	Q96AP7	90952	ESAM
X2982.82	3048	-0.00543593561491428	0.0323635703956102	0.866622354738423	Galectin-4	Galectin-4	P56470	3960	LGALS4
X2986.49	2885	-0.0604792413557464	0.0334857174517885	0.0710048239595337	Gro-gamma	Gro-g	P19876	2921	CXCL3
X2987.37	3032	-0.0146172224116156	0.0324534317902896	0.652450221423628	Histone H1.2	Histone H1.2	P16403	3006	H1-2
X2989.17	2877	-0.0256922159647534	0.0340905725519125	0.451124293232379	Interferon gamma	IFN-g	P01579	3458	IFNG
X2991.9	3079	0.0127009556845218	0.0286851378696068	0.657962596786209	Interleukin-1 receptor type 1	IL-1 sRI	P14778	3554	IL1R1
X2992.59	3031	0.00506148086314997	0.0324858238081748	0.876196558235932	Interleukin-17 receptor A	IL-17 sR	Q96F46	23765	IL17RA
X2993.1	3062	0.0375899902866546	0.0324588088735677	0.246921495619207	Interleukin-18 receptor accessory protein	IL-18 Rb	O95256	8807	IL18RAP
X2994.71	3037	-0.0224371794719893	0.0328604725976956	0.494784925176669	Interleukin-1 receptor-like 2	IL-1Rrp2	Q9HB29	8808	IL1RL2
X2997.8	3072	0.0174156330684542	0.0325772146500332	0.592968675817687	Junctional adhesion molecule B	JAM-B	P57087	58494	JAM2
X2998.53	3061	0.036351724479956	0.0318089688379669	0.25320628072083	Junctional adhesion molecule C	JAM-C	Q9BX67	83700	JAM3
X2999.6	3069	0.0146516296650905	0.032550647774326	0.65265754758202	Limbic system-associated membrane protein	LSAMP	Q13449	4045	LSAMP
X3000.66	3037	-0.0138203275839889	0.0327339304205553	0.672907859695208	Mannose-binding protein C	MBL	P11226	4153	MBL2
X3003.29	3033	-0.0191818004199875	0.0326333818465472	0.556712856449238	Natural cytotoxicity triggering receptor 3	NKp30	O14931	259197	NCR3
X3004.67	3062	-0.0402558652481134	0.0322539424919578	0.212094058215553	Programmed cell death 1 ligand 2	PD-L2	Q9BQ51	80380	PDCD1LG2
X3005.5	3050	0.0217090279183143	0.0308855168555942	0.482180393610469	Tyrosine-protein phosphatase non-receptor type 1	PTP-1B	P18031	5770	PTPN1
X3007.7	3093	-0.0137557571968903	0.0331907500524521	0.678576908896733	Sialic acid-binding Ig-like lectin 9	Siglec-9	Q9Y336	27180	SIGLEC9
X3009.3	3060	0.0113492299083425	0.0312841822721699	0.716795645414195	Transforming growth factor beta receptor type 3	TGF-b R III	Q03167	7049	TGFBR3
X3010.53	3063	-0.0315044084350134	0.0322400436165782	0.328556763144656	Thymic stromal lymphopoietin	TSLP	Q969D9	85480	TSLP
X3022.4	2947	0.035488682200485	0.0321728089305945	0.270090227507587	Cytotoxic T-lymphocyte protein 4	CTLA-4	P16410	1493	CTLA4
X3024.18	3066	0.0505145379372807	0.0321567352721461	0.116313602322255	Alpha-2-antiplasmin	a2-Antiplasmin	P08697	5345	SERPINF2
X3025.50	2893	-0.0215990182272037	0.0339822119785853	0.525089456118052	Fibroblast growth factor 2	bFGF	P09038	2247	FGF2
X3026.5	3044	0.00195674371610124	0.0323914971198876	0.951833756739613	Calpastatin	Calpastatin	P20810	831	CAST
X3028.36	3058	0.0291587841454443	0.0308127478575908	0.344059885182312	Ck-beta-8-1	Ck-b-8-1	P55773	6368	CCL23
X3029.52	3067	0.0252312594478658	0.0310501082888857	0.416512247075537	CD209 antigen	DC-SIGN	Q9NNX6	30835	CD209
X3030.3	3037	0.0867064827404712	0.0296883060105188	0.00352004184519785	C-type lectin domain family 4 member M	DC-SIGNR	Q9H2X3	10332	CLEC4M
X3032.11	3093	-0.00174847652711583	0.0254768549173222	0.945288622029771	Follicle stimulating hormone	FSH	P01215|P01225	1081|2488	CGA|FSHB
X3033.57	3021	-0.0313532231000162	0.0329797081853947	0.341842565777956	Galectin-2	Galectin-2	P05162	3957	LGALS2
X3034.1	3073	0.00492740536770301	0.029524223688865	0.867464828007694	Glial fibrillary acidic protein	GFAP	P14136	2670	GFAP
X3035.80	2995	0.0409273399884315	0.0323991616230349	0.206608728796573	Interleukin-19	IL-19	Q9UHD0	29949	IL19
X3037.62	3059	-0.0167956109907865	0.0318875028729211	0.598430439523953	Interleukin-1 beta	IL-1b	P01584	3553	IL1B
X3038.9	2998	-0.0106492877980032	0.0328847882816678	0.746084805600354	C-X-C motif chemokine 11	I-TAC	O14625	6373	CXCL11
X3040.59	3039	-0.00621583908419213	0.0333498705970092	0.85215722689934	C-C motif chemokine 3	MIP-1a	P10147	6348	CCL3
X3041.55	3068	0.00702461709933916	0.0321896446191849	0.827267701729391	C-type mannose receptor 2	MRC2	Q9UBG0	9902	MRC2
X3042.7	3042	-0.00886633478681177	0.0301555754853481	0.768763083702118	Myoglobin	Myoglobin	P02144	4151	MB
X3043.49	3041	-0.00767694199205115	0.0319028853951365	0.809854629142248	SPARC	ON	P09486	6678	SPARC
X3044.3	3066	0.0486339618151563	0.0309069608262098	0.11569343840115	C-C motif chemokine 18	PARC	P55774	6362	CCL18
X3045.72	3061	0.0151589656523818	0.0321477920686302	0.637289217573844	Pleiotrophin	PTN	P21246	5764	PTN
X3046.31	2995	0.0239765924267991	0.0314880268758036	0.446448279438006	Resistin	resistin	Q9HD89	56729	RETN
X3049.61	3049	0.0415579687817432	0.0316035334771817	0.188617048193076	Trypsin-1	Trypsin	P07477	5644	PRSS1
X3050.7	3069	0.0268477559972696	0.02819843817128	0.34112162152676	von Willebrand factor	vWF	P04275	7450	VWF
X3052.8	3040	0.0423099758658252	0.0324881354573961	0.192906435703225	Tumor necrosis factor ligand superfamily member 6, soluble form	Fas ligand, soluble	P48023	356	FASLG
X3053.49	2864	-0.0704358496398567	0.0346046983932398	0.0418993249775952	Fms-related tyrosine kinase 3 ligand	Flt3 ligand	P49771	2323	FLT3LG
X3055.54	3031	0.0462800750487923	0.0328770175168788	0.159331693470118	Interleukin-4 receptor subunit alpha	IL-4 sR	P24394	3566	IL4R
X3056.11	2888	-0.0114935717276931	0.0335116039885275	0.731644086567771	NKG2-D type II integral membrane protein	NKG2D	P26718	100528032	KLRK1
X3059.50	3036	0.0377424895750429	0.032347984150139	0.243397974842276	Tumor necrosis factor ligand superfamily member 13B	BAFF	Q9Y275	10673	TNFSF13B
X3060.43	3030	0.0464769115486937	0.0313166456500812	0.13788855219853	Complement component C9	C9	P02748	735	C9
X3065.65	3059	-0.053261133741354	0.0321807923690139	0.0980160470195945	Fibroblast growth factor 5	FGF-5	P12034	2250	FGF5
X3066.12	3048	0.0329815436303792	0.0311832267016881	0.2902909107918	Galectin-3	Galectin-3	P17931	3958	LGALS3
X3067.67	3030	-0.02630954522405	0.0324874296140488	0.418097734502371	Growth/differentiation factor 9	GDF-9	O60383	2661	GDF9
X3069.52	3040	-0.042263046854708	0.0329741327950403	0.200045615998401	Immunoglobulin M	IgM	P01871	3507 3512 50802 3535	IGHM
X3070.1	3039	0.0528093886546062	0.0332533107957071	0.112370182632232	Interleukin-2	IL-2	P60568	3558	IL2
X3072.4	3005	0.00281877350466908	0.0332182571375176	0.932381464472045	Interleukin-13	IL-13	P35225	3596	IL13
X3073.51	3065	0.0365289696302725	0.0296446144562602	0.217958866201156	Interleukin-18-binding protein	IL-18 BPa	O95998	10068	IL18BP
X3074.6	3056	0.00962337620895653	0.0290701689190216	0.740637533044818	Lipopolysaccharide-binding protein	LBP	P18428	3929	LBP
X3077.66	3068	0.0123884694529493	0.0314306484127666	0.693496115814944	Coagulation factor Xa	Coagulation Factor Xa	P00742	2159	F10
X3078.1	3054	0.0498113065489414	0.0270928432608343	0.0660807851425562	Placenta growth factor	PlGF	P49763	5228	PGF
X3079.62	3048	-0.00791336451193513	0.0330961854971416	0.811042728267754	Retinoic acid receptor responder protein 2	TIG2	Q99969	5919	RARRES2
X3081.70	3053	-0.0194096414077388	0.0321425878269371	0.545981685380564	NKG2D ligand 1	ULBP-1	Q9BZM6	80329	ULBP1
X3082.9	3047	-0.00624281564575165	0.0326449544204068	0.848355373058487	NKG2D ligand 2	ULBP-2	Q9BZM5	80328	ULBP2
X3083.71	3059	0.0217471570794975	0.0272958164400876	0.425675420857523	Tumor necrosis factor receptor superfamily member 27	XEDAR	Q9HAV5	60401	EDA2R
X3091.70	2806	-0.00824565617321709	0.035067269988704	0.81411878824851	Aurora kinase A	Aurora kinase A	O14965	6790	AURKA
X3115.64	3030	0.0521197718977668	0.0318782978121218	0.102162217832336	Mitogen-activated protein kinase 1	MK01	P28482	5594	MAPK1
X3122.6	3056	0.0566393770553709	0.0332605869078918	0.0886899763282971	Diablo homolog, mitochondrial	SMAC	Q9NR28	56616	DIABLO
X3132.1	3043	-0.0167295459640884	0.0310680248873007	0.590284715239448	Vascular endothelial growth factor C	VEGF-C	P49767	7424	VEGFC
X3143.3	3058	-0.0086761465431298	0.0322261887007434	0.787773683197199	T-cell surface glycoprotein CD4	sCD4	P01730	920	CD4
X3148.49	2924	-0.0353521253084533	0.0335195179070417	0.291663076805707	Gro-beta	Gro-b	P19875	2920	CXCL2
X3151.6	2842	0.020564568098209	0.034235523293889	0.548102093003843	Interleukin-2 receptor subunit alpha	IL-2 sRa	P01589	3559	IL2RA
X3152.57	3075	0.0472696761042135	0.0276842556240848	0.0878391497737072	Tumor necrosis factor receptor superfamily member 1B	TNF sR-II	P20333	7133	TNFRSF1B
X3166.92	3059	0.0245153739881101	0.0325246401141524	0.451059334081875	Myeloid cell surface antigen CD33	Siglec-3	P20138	945	CD33
X3168.8	3057	0.0644419365765896	0.0332881298312174	0.0529750496599834	A disintegrin and metalloproteinase with thrombospondin motifs 5	ADAMTS-5	Q9UNA0	11096	ADAMTS5
X3169.70	3033	0.0130225141423641	0.0322775431298721	0.686642777928363	Alpha-L-iduronidase	IDUA	P35475	3425	IDUA
X3170.6	3053	0.0272966654315141	0.031456320068189	0.385592407884508	Methionine aminopeptidase 2	AMPM2	P50579	10988	METAP2
X3171.57	3037	0.00524975006452793	0.0323527516664041	0.87110733503059	Amyloid beta A4 protein	amyloid precursor protein	P05067	351	APP
X3172.28	3050	-0.0298001969582114	0.0333207140447256	0.371208919068405	Arylsulfatase B	ARSB	P15848	411	ARSB
X3173.49	3057	-0.0220021970191514	0.0320978737969294	0.493098584222535	N-acylethanolamine-hydrolyzing acid amidase	ASAHL	Q02083	27163	NAAA
X3175.51	3038	0.0374566533073367	0.0322050220010496	0.244893945555382	A disintegrin and metalloproteinase with thrombospondin motifs 13	ATS13	Q76LX8	11093	ADAMTS13
X3177.49	2895	0.0203900857108617	0.0333883708382283	0.541450479824982	Carbonic anhydrase 4	Carbonic Anhydrase IV	P22748	762	CA4
X3178.5	3051	0.0208062823710111	0.0317083370941671	0.511760234409796	Dipeptidyl peptidase 1	CATC	P53634	1075	CTSC
X3179.51	3058	0.019788603025868	0.0307027817829668	0.519286173151396	Lysosomal protective protein	Cathepsin A	P10619	5476	CTSA
X3181.50	3047	0.0392955357938869	0.0324407731313105	0.225875057753218	Cathepsin S	Cathepsin S	P25774	1520	CTSS
X3182.38	3060	-0.00918632544891193	0.0319603251144159	0.773803499414519	Ectonucleoside triphosphate diphosphohydrolase 1	CD39	P49961	953	ENTPD1
X3184.25	3043	0.025285631119329	0.0328473450240639	0.441483533113931	Coagulation factor VII	Coagulation Factor VII	P08709	2155	F7
X3186.2	3053	0.0519062533788282	0.0318208695947601	0.102952022195679	Complement C2	C2	P06681	717	C2
X3187.52	3041	0.0246900720288555	0.0333599715807051	0.459290565821816	Cysteine-rich secretory protein 3	CRIS3	P54108	10321	CRISP3
X3189.61	3063	-0.0496745487916246	0.0320625177373471	0.1214133450491	Enteropeptidase	Enterokinase	P98073	5651	TMPRSS15
X3191.50	3054	0.0632487953567025	0.0332238637357088	0.0570421078338129	WAP, kazal, immunoglobulin, kunitz and NTR domain-containing protein 1	WFKN1	Q96NZ8	117166	WFIKKN1
X3192.3	3050	-0.0126199570301068	0.0325162819442779	0.697960574863791	Cytosolic non-specific dipeptidase	Glutamate carboxypeptidase	Q96KP4	55748	CNDP2
X3194.36	3008	0.00154307948461617	0.0324679839756664	0.962097048517048	Platelet glycoprotein VI	GPVI	Q9HCN6	51206	GP6
X3195.50	3063	0.0346955890566783	0.0325373939348838	0.286359563515633	Granulysin	Granulysin	P22749	10578	GNLY
X3196.6	3061	-0.0286047519462041	0.0331001421402314	0.387552946707954	Hyaluronan and proteoglycan link protein 1	HPLN1	P10915	1404	HAPLN1
