Analytes	ENSG_ID	Gene	Start	End	CHR	SeqId	SeqIdVersion	SomaId	TargetFullName	Target	UniProt	EntrezGeneID	EntrezGeneSymbol	NormGroup	Strand	Type
X21909.2	ENSG00000150093	ITGB1	32887273	33005792	10	21909-2	3	SL003181	Integrin a5b1	Integrin a5b1	P08648|P05556	3688	ITGA5|ITGB1	S1	-1	protein_coding
X21911.17	ENSG00000124479	NDP	43948776	43973395	X	21911-17	3	SL012478	Norrin	NDP	Q00604	4693	NDP	S1	-1	protein_coding
X21913.5	ENSG00000230797	YY2	21855987	21858740	X	21913-5	3	SL021848	Transcription factor YY2	TYY2	O15391	404281	YY2	S2	1	protein_coding
X21915.2	ENSG00000169914	OTUD3	19882395	19912945	1	21915-2	3	SL022654	OTU domain-containing protein 3	OTUD3	Q5T2D3	23252	OTUD3	S1	1	protein_coding
X21916.82	ENSG00000154124	OTULIN	14664664	14716529	5	21916-82	3	SL022634	Ubiquitin thioesterase otulin	OTUL	Q96BN8	90268	OTULIN	S2	1	protein_coding
X2192.63	ENSG00000213927	CCL27	34661880	34664048	9	2192-63	10	SL003168	C-C motif chemokine 27	CTACK	Q9Y4X3	10850	CCL27	S1	-1	protein_coding
X21923.24	ENSG00000142230	SAE1	47113274	47210636	19	21923-24	3	SL022735	SAE1/SAE2	SAE1/ SAE2	Q9UBE0|Q9UBT2	10055	SAE1|UBA2	S2	1	protein_coding
X21923.24	ENSG00000126261	UBA2	34428352	34471251	19	21923-24	3	SL022735	SAE1/SAE2	SAE1/ SAE2	Q9UBE0|Q9UBT2	10054	SAE1|UBA2	S2	1	protein_coding
X21925.15	ENSG00000105329	TGFB1	41301587	41353922	19	21925-15	3	SL000584	Transforming growth factor beta-1	TGF-b1	P01137	7040	TGFB1	S1	-1	protein_coding
X21926.24	ENSG00000072401	UBE2D1	58334979	58370751	10	21926-24	3	SL022736	UB2D1/PolyUbiquitin K48	UB2D1/ PolyUbiquitin K48	P51668|P0CG47	7321	UBE2D1|UBB	S2	1	protein_coding
X21926.24	ENSG00000170315	UBB	16380798	16382745	17	21926-24	3	SL022736	UB2D1/PolyUbiquitin K48	UB2D1/ PolyUbiquitin K48	P51668|P0CG47	7314	UBE2D1|UBB	S2	1	protein_coding
X21929.53	ENSG00000109332	UBE2D3	102794383	102868896	4	21929-53	3	SL022738	UB2D3/PolyUbiquitin K48	UB2D3/ PolyUbiquitin K48	P61077|P0CG47	7323	UBE2D3|UBB	S2	-1	protein_coding
X21929.53	ENSG00000170315	UBB	16380798	16382745	17	21929-53	3	SL022738	UB2D3/PolyUbiquitin K48	UB2D3/ PolyUbiquitin K48	P61077|P0CG47	7314	UBE2D3|UBB	S2	1	protein_coding
X21931.16	ENSG00000185651	UBE2L3	21549447	21624034	22	21931-16	3	SL022737	UB2L3/PolyUbiquitin K48	UB2L3/ PolyUbiquitin K48	P68036|P0CG47	7332	UBE2L3|UBB	S1	1	protein_coding
X21931.16	ENSG00000170315	UBB	16380798	16382745	17	21931-16	3	SL022737	UB2L3/PolyUbiquitin K48	UB2L3/ PolyUbiquitin K48	P68036|P0CG47	7314	UBE2L3|UBB	S1	1	protein_coding
X21931.27	ENSG00000185651	UBE2L3	21549447	21624034	22	21931-27	3	SL022737	UB2L3/PolyUbiquitin K48	UB2L3/ PolyUbiquitin K48	P68036|P0CG47	7332	UBE2L3|UBB	S1	1	protein_coding
X21931.27	ENSG00000170315	UBB	16380798	16382745	17	21931-27	3	SL022737	UB2L3/PolyUbiquitin K48	UB2L3/ PolyUbiquitin K48	P68036|P0CG47	7314	UBE2L3|UBB	S1	1	protein_coding
X21933.7	ENSG00000182179	UBA7	49805209	49813953	3	21933-7	3	SL011190	Ubiquitin-like modifier-activating enzyme 7	UBA7	P41226	7318	UBA7	S2	-1	protein_coding
X21935.16	ENSG00000186591	UBE2H	129830732	129952960	7	21935-16	3	SL013188	Ubiquitin-conjugating enzyme E2 H	UBE2H	P62256	7328	UBE2H	S1	-1	protein_coding
X21939.6	ENSG00000159593	NAE1	66802875	66873256	16	21939-6	3	SL022739	ULA1/UBA3	ULA1/ UBA3	Q13564|Q8TBC4	8883	NAE1|UBA3	S2	-1	protein_coding
X21939.6	ENSG00000144744	UBA3	69054730	69080408	3	21939-6	3	SL022739	ULA1/UBA3	ULA1/ UBA3	Q13564|Q8TBC4	9039	NAE1|UBA3	S2	-1	protein_coding
X21940.12	ENSG00000169884	WNT10B	48965340	48971735	12	21940-12	3	SL012354	Protein Wnt-10b	WN10B	O00744	7480	WNT10B	S2	-1	protein_coding
X21942.14	ENSG00000002745	WNT16	121325367	121341104	7	21942-14	3	SL012860	Protein Wnt-16	WNT16	Q9UBV4	51384	WNT16	S2	1	protein_coding
X21943.170	ENSG00000002745	WNT16	121325367	121341104	7	21943-170	3	SL012860	Protein Wnt-16	WNT16	Q9UBV4	51384	WNT16	S1	1	protein_coding
X21945.4	ENSG00000111186	WNT5B	1529891	1647212	12	21945-4	3	SL012829	Protein Wnt-5b	WNT5B	Q9H1J7	81029	WNT5B	S2	1	protein_coding
X21946.79	ENSG00000136244	IL6	22725884	22732002	7	21946-79	3	SL022975	IL-6/IL-6 sRa Complex	IL-6/ IL-6 sRa Complex	P05231|P08887	3569	IL6|IL6R	S1	1	protein_coding
X21946.79	ENSG00000160712	IL6R	154405193	154469450	1	21946-79	3	SL022975	IL-6/IL-6 sRa Complex	IL-6/ IL-6 sRa Complex	P05231|P08887	3570	IL6|IL6R	S1	1	protein_coding
X21949.4	ENSG00000077420	APBB1IP	26438341	26568449	10	21949-4	3	SL022524	Amyloid beta A4 precursor protein-binding family B member 1-interacting protein	AB1IP	Q7Z5R6	54518	APBB1IP	S2	1	protein_coding
X21951.32	ENSG00000143437	ARNT	150809713	150876708	1	21951-32	3	SL013760	Aryl hydrocarbon receptor nuclear translocator	ARNT	P27540	405	ARNT	S2	-1	protein_coding
X21955.36	ENSG00000204463	BAG6	31639028	31652705	6	21955-36	3	SL009728	Large proline-rich protein BAT3	BAT3	P46379	7917	BAG6	S2	-1	protein_coding
X21957.12	ENSG00000155629	PIK3AP1	96593315	96720514	10	21957-12	3	SL022540	Phosphoinositide 3-kinase adapter protein 1	BCAP	Q6ZUJ8	118788	PIK3AP1	S1	-1	protein_coding
X21958.4	ENSG00000159842	ABR	1003519	1229738	17	21958-4	3	SL023246	Active breakpoint cluster region-related protein	ABR	Q12979	29	ABR	S2	-1	protein_coding
X21961.14	ENSG00000198087	CD2AP	47477789	47627263	6	21961-14	3	SL009027	CD2-associated protein	CD2AP	Q9Y5K6	23607	CD2AP	S2	1	protein_coding
X21963.48	ENSG00000153071	DAB2	39371675	39462300	5	21963-48	3	SL014889	Disabled homolog 2	DAB2	P98082	1601	DAB2	S2	-1	protein_coding
X21967.20	ENSG00000117594	HSD11B1	209686178	209734949	1	21967-20	3	SL019336	Corticosteroid 11-beta-dehydrogenase isozyme 1	DHI1	P28845	3290	HSD11B1	S1	1	protein_coding
X21969.5	ENSG00000130226	DPP6	153748133	154894285	7	21969-5	3	SL006188	Dipeptidyl aminopeptidase-like protein 6	DPP6	P42658	1804	DPP6	S1	1	protein_coding
X21971.47	ENSG00000151702	FLI1	128686535	128813267	11	21971-47	3	SL013072	Friend leukemia integration 1 transcription factor	FLI1	Q01543	2313	FLI1	S2	1	protein_coding
X21975.22	ENSG00000003147	ICA1	8113184	8262687	7	21975-22	3	SL015519	Islet cell autoantigen 1	ICA69	Q05084	3382	ICA1	S1	-1	protein_coding
X21976.4	ENSG00000269335	IKBKG	154541199	154565046	X	21976-4	3	SL004543	I-kappa-B kinase gamma	IKK-gamma	Q9Y6K9	8517	IKBKG	S2	1	protein_coding
X21979.12	ENSG00000091409	ITGA6	172234216	172506459	2	21979-12	3	SL004570	Integrin alpha-6	Integrin a6	P23229	3655	ITGA6	S1	1	protein_coding
X21979.8	ENSG00000091409	ITGA6	172234216	172506459	2	21979-8	3	SL004570	Integrin alpha-6	Integrin a6	P23229	3655	ITGA6	S1	1	protein_coding
X21981.2	ENSG00000169896	ITGAM	31259967	31332892	16	21981-2	3	SL004088	Integrin alpha-M	Integrin alpha-M	P11215	3684	ITGAM	S2	1	protein_coding
X21985.61	ENSG00000147166	ITGB1BP2	71301750	71305371	X	21985-61	3	SL019592	Integrin beta-1-binding protein 2	ITBP2	Q9UKP3	26548	ITGB1BP2	S1	1	protein_coding
X21987.76	ENSG00000175445	LPL	19901717	19967259	8	21987-76	3	SL004732	Lipoprotein lipase	LPL	P06858	4023	LPL	S2	1	protein_coding
X21989.12	ENSG00000012983	MAP4K5	50418501	50561126	14	21989-12	3	SL022547	Mitogen-activated protein kinase kinase kinase kinase 5	M4K5	Q9Y4K4	11183	MAP4K5	S1	-1	protein_coding
X21991.79	ENSG00000108819	PPP1R9B	50133737	50150677	17	21991-79	3	SL022539	Neurabin-2	NEB2	Q96SB3	84687	PPP1R9B	S2	-1	protein_coding
X21995.20	ENSG00000164867	NOS3	150991017	151014588	7	21995-20	3	SL002642	NOS	NOS	P29474	4846	NOS3	S1	1	protein_coding
X21996.28	ENSG00000013374	NUB1	151341772	151378449	7	21996-28	3	SL022548	NEDD8 ultimate buster 1	NUB1	Q9Y5A7	51667	NUB1	S2	1	protein_coding
X21999.61	ENSG00000070081	NUCB2	17208153	17349980	11	21999-61	3	SL013068	Nucleobindin-2	NUCB2	P80303	4925	NUCB2	S2	1	protein_coding
X22001.23	ENSG00000117115	PADI2	17066761	17119451	1	22001-23	3	SL022541	Protein-arginine deiminase type-2	PADI2	Q9Y2J8	11240	PADI2	S2	-1	protein_coding
X22003.4	ENSG00000105854	PON2	95404862	95435329	7	22003-4	3	SL013608	Paraoxonase 2	Paraoxonase-2	Q15165	5445	PON2	S2	-1	protein_coding
X22005.8	ENSG00000164951	PDP1	93857807	93926068	8	22005-8	3	SL022546	[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial	PDP1	Q9P0J1	54704	PDP1	S2	1	protein_coding
X22007.1	ENSG00000163515	RETNLB	108743424	108757410	3	22007-1	3	SL004361	Resistin-like beta	RELM-beta	Q9BQ08	84666	RETNLB	S1	-1	protein_coding
X22009.1	ENSG00000138032	PPM1B	44167969	44244384	2	22009-1	3	SL014650	Protein phosphatase 1B	PPM1B	O75688	5495	PPM1B	S2	1	protein_coding
X2201.17	ENSG00000182871	COL18A1	45405165	45513720	21	2201-17	6	SL000403	Endostatin	Endostatin	P39060	80781	COL18A1	S2	1	protein_coding
X22010.36	ENSG00000180228	PRKRA	178431292	178451512	2	22010-36	3	SL022185	Interferon-inducible double-stranded RNA-dependent protein kinase activator A	PRKRA	O75569	8575	PRKRA	S2	-1	protein_coding
X22013.6	ENSG00000101265	RASSF2	4780023	4823608	20	22013-6	3	SL014823	Ras association domain-containing protein 2	RASF2	P50749	9770	RASSF2	S2	-1	protein_coding
X22015.2	ENSG00000132109	TRIM21	4384897	4393702	11	22015-2	3	SL022537	E3 ubiquitin-protein ligase TRIM21	RO52	P19474	6737	TRIM21	S2	-1	protein_coding
X22019.21	ENSG00000111252	SH2B3	111405923	111451623	12	22019-21	3	SL022542	SH2B adapter protein 3	SH2B3	Q9UQQ2	10019	SH2B3	S1	1	protein_coding
X22023.3	ENSG00000109576	AADAT	170060222	170091699	4	22023-3	3	SL022626	Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial	AADAT	Q8N5Z0	51166	AADAT	S2	-1	protein_coding
X22027.13	ENSG00000013810	TACC3	1712858	1745171	4	22027-13	3	SL022532	Transforming acidic coiled-coil-containing protein 3	TACC3	Q9Y6A5	10460	TACC3	S1	1	protein_coding
X22033.32	ENSG00000015285	WAS	48676596	48691431	X	22033-32	3	SL022551	Wiskott-Aldrich syndrome protein	WASP	P42768	7454	WAS	S2	1	protein_coding
X22033.7	ENSG00000015285	WAS	48676596	48691431	X	22033-7	3	SL022551	Wiskott-Aldrich syndrome protein	WASP	P42768	7454	WAS	S1	1	protein_coding
X22034.61	ENSG00000109906	ZBTB16	114059041	114256765	11	22034-61	3	SL013818	Zinc finger and BTB domain-containing protein 16	ZBT16	Q05516	7704	ZBTB16	S1	1	protein_coding
X22037.47	ENSG00000142634	EFHD2	15409888	15430339	1	22037-47	3	SL013234	EF-hand domain-containing protein D2	EFHD2	Q96C19	79180	EFHD2	S2	1	protein_coding
X22041.26	ENSG00000137764	MAP2K5	67542703	67807117	15	22041-26	3	SL021459	Dual specificity mitogen-activated protein kinase kinase 5	MP2K5	Q13163	5607	MAP2K5	S2	1	protein_coding
X22043.174	ENSG00000126803	HSPA2	64535905	64546173	14	22043-174	3	SL008343	Heat shock-related 70 kDa protein 2	HSP70 protein 2	P54652	3306	HSPA2	S2	1	protein_coding
X22045.8	ENSG00000177688	SUMO4	149400262	149401278	6	22045-8	3	SL021505	Small ubiquitin-related modifier 4	SUMO4	Q6EEV6	387082	SUMO4	S2	1	protein_coding
X22047.46	ENSG00000130635	COL5A1	134641803	134844843	9	22047-46	3	SL007149	Collagen alpha-1(V) chain	CO5A1	P20908	1289	COL5A1	S2	1	protein_coding
X22049.24	ENSG00000128245	YWHAH	31944522	31957603	22	22049-24	3	SL005796	14-3-3 protein eta	14-3-3 eta	Q04917	7533	YWHAH	S2	1	protein_coding
X22050.19	ENSG00000105700	KXD1	18557762	18569387	19	22050-19	3	SL022084	KxDL motif-containing protein 1	KXDL1	Q9BQD3	79036	KXD1	S1	1	protein_coding
X22055.31	ENSG00000150907	FOXO1	40555667	40666641	13	22055-31	3	SL005470	Forkhead box protein O1A	FOXO1A	Q12778	2308	FOXO1	S2	-1	protein_coding
X22057.9	ENSG00000137124	ALDH1B1	38392702	38398661	9	22057-9	3	SL008082	Aldehyde dehydrogenase X, mitochondrial	AL1B1	P30837	219	ALDH1B1	S1	1	protein_coding
X22059.56	ENSG00000099260	PALMD	99646113	99694541	1	22059-56	3	SL021780	Palmdelphin	PALMD	Q9NP74	54873	PALMD	S2	1	protein_coding
X22063.20	ENSG00000256812	CAPNS2	55566684	55567687	16	22063-20	3	SL021761	Calpain small subunit 2	CPNS2	Q96L46	84290	CAPNS2	S1	1	protein_coding
X22065.32	ENSG00000140968	IRF8	85899116	85922606	16	22065-32	3	SL014898	Interferon regulatory factor 8	IRF8	Q02556	3394	IRF8	S1	1	protein_coding
X22068.5	ENSG00000112640	PPP2R5D	42984553	43012342	6	22068-5	3	SL014953	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform	2A5D	Q14738	5528	PPP2R5D	S2	1	protein_coding
X22070.5	ENSG00000130762	ARHGEF16	3454665	3481113	1	22070-5	3	SL022819	Rho guanine nucleotide exchange factor 16	ARHGG	Q5VV41	27237	ARHGEF16	S2	1	protein_coding
X22071.38	ENSG00000177981	ASB8	48147789	48181213	12	22071-38	3	SL021955	Ankyrin repeat and SOCS box protein 8	ASB8	Q9H765	140461	ASB8	S1	-1	protein_coding
X22073.47	ENSG00000116459	ATP5PB	111448864	111462773	1	22073-47	3	SL008062	ATP synthase B chain, mitochondrial	AT5F1	P24539	515	ATP5PB	S1	1	protein_coding
X22074.35	ENSG00000078328	RBFOX1	5239802	7713340	16	22074-35	3	SL005580	Ataxin-2-binding protein 1	Ataxin-2-binding protein 1	Q9NWB1	54715	RBFOX1	S1	1	protein_coding
X22075.16	ENSG00000162772	ATF3	212565334	212620777	1	22075-16	3	SL018379	Cyclic AMP-dependent transcription factor ATF-3	ATF3	P18847	467	ATF3	S1	1	protein_coding
X22076.34	ENSG00000172238	ATOH1	93828753	93830964	4	22076-34	3	SL013849	Protein atonal homolog 1	ATOH1	Q92858	474	ATOH1	S1	1	protein_coding
X22077.46	ENSG00000166896	ATP23	57906039	57959148	12	22077-46	3	SL022915	Mitochondrial inner membrane protease ATP23 homolog	ATP23	Q9Y6H3	91419	ATP23	S1	1	protein_coding
X22078.4	ENSG00000198650	TAT	71565660	71577092	16	22078-4	3	SL022902	Tyrosine aminotransferase	ATTY	P17735	6898	TAT	S1	-1	protein_coding
X22080.22	ENSG00000174943	KCTD13	29905012	29926236	16	22080-22	3	SL022940	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 1	BACD1	Q8WZ19	253980	KCTD13	S2	-1	protein_coding
X22082.25	ENSG00000133134	BEX2	103309346	103311007	X	22082-25	3	SL021758	Protein BEX2	BEX2	Q9BXY8	84707	BEX2	S1	-1	protein_coding
X22083.60	ENSG00000184515	BEX5	102153708	102155977	X	22083-60	3	SL022848	Protein BEX5	BEX5	Q5H9J7	340542	BEX5	S1	-1	protein_coding
X22085.86	ENSG00000269897	COMMD3-BMI1	22316388	22329542	10	22085-86	3	SL004776	Polycomb complex protein BMI-1	BMI-1	P35226	100532731	BMI1	S1	1	protein_coding
X22086.2	ENSG00000100916	BRMS1L	35826338	35932325	14	22086-2	3	SL022889	Breast cancer metastasis-suppressor 1-like protein	BRM1L	Q5PSV4	84312	BRMS1L	S2	1	protein_coding
X22088.3	ENSG00000133639	BTG1	92140278	92145846	12	22088-3	3	SL022962	Protein BTG1	BTG1	P62324	694	BTG1	S2	-1	protein_coding
X22089.13	ENSG00000137707	BTG4	111467526	111514367	11	22089-13	3	SL022871	Protein BTG4	BTG4	Q9NY30	54766	BTG4	S1	-1	protein_coding
X22091.14	ENSG00000100024	UPB1	24494107	24528390	22	22091-14	3	SL022799	Beta-ureidopropionase	BUP1	Q9UBR1	51733	UPB1	S1	1	protein_coding
X22092.43	ENSG00000196954	CASP4	104942866	104969366	11	22092-43	3	SL003712	Caspase-4	Caspase-4	P49662	837	CASP4	S1	-1	protein_coding
X22094.15	ENSG00000177994	CIMIP6	54330034	54383742	2	22094-15	3	SL022852	Uncharacterized protein C2orf73	CB073	Q8N5S3	129852	C2orf73	S1	1	protein_coding
X22095.29	ENSG00000173894	CBX2	79778148	79787983	17	22095-29	3	SL021146	Chromobox protein homolog 2	CBX2	Q14781	84733	CBX2	S1	1	protein_coding
X22098.10	ENSG00000163249	CCNYL1	207711540	207761839	2	22098-10	3	SL022876	Cyclin-Y-like protein 1	CCYL1	Q8N7R7	151195	CCNYL1	S1	1	protein_coding
X22099.1	ENSG00000163633	C4orf36	86876205	86892422	4	22099-1	3	SL022918	Uncharacterized protein C4orf36	CD036	Q96KX1	132989	C4orf36	S1	-1	protein_coding
X22103.25	ENSG00000156345	CDK20	87966441	87974753	9	22103-25	3	SL021166	Cyclin-dependent kinase 20	CDK20	Q8IZL9	23552	CDK20	S1	-1	protein_coding
X22104.39	ENSG00000113722	CDX1	150166778	150184558	5	22104-39	3	SL022903	Homeobox protein CDX-1	CDX1	P47902	1044	CDX1	S1	1	protein_coding
X2211.9	ENSG00000102265	TIMP1	47582408	47586789	X	2211-9	11	SL000591	Metalloproteinase inhibitor 1	TIMP-1	P01033	7076	TIMP1	S2	1	protein_coding
X22112.30	ENSG00000110871	COQ5	120503279	120534434	12	22112-30	3	SL022942	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial	COQ5	Q5HYK3	84274	COQ5	S1	-1	protein_coding
X22113.2	ENSG00000119723	COQ6	73949926	73963670	14	22113-2	3	SL022828	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial	COQ6	Q9Y2Z9	51004	COQ6	S1	1	protein_coding
X22114.4	ENSG00000166845	C18orf54	54357906	54385218	18	22114-4	3	SL012675	Uncharacterized protein C18orf54	CR054	Q8IYD9	162681	LAS2	S2	1	protein_coding
X22115.2	ENSG00000111269	CREBL2	12611827	12645108	12	22115-2	3	SL022880	cAMP-responsive element-binding protein-like 2	CRBL2	O60519	1389	CREBL2	S1	1	protein_coding
X22116.9	ENSG00000095794	CREM	35126791	35212958	10	22116-9	3	SL022951	cAMP-responsive element modulator	CREM	Q03060	1390	CREM	S1	1	protein_coding
X22118.7	ENSG00000268902	CSAG2	152708261	152721661	X	22118-7	3	SL022866	Chondrosarcoma-associated gene 2/3 protein	CSAG2	Q9Y5P2	389903	CSAG2	S1	-1	protein_coding
X22119.18	ENSG00000198612	COPS8	237085882	237100474	2	22119-18	3	SL022921	COP9 signalosome complex subunit 8	CSN8	Q99627	10920	COPS8	S2	1	protein_coding
X2212.69	ENSG00000104368	PLAT	42174718	42207709	8	2212-69	1	SL000053	Tissue-type plasminogen activator	tPA	P00750	5327	PLAT	S2	-1	protein_coding
X22120.4	ENSG00000100897	DCAF11	24114195	24125242	14	22120-4	3	SL022899	DDB1- and CUL4-associated factor 11	DCA11	Q8TEB1	80344	DCAF11	S1	1	protein_coding
X22121.43	ENSG00000198876	DCAF12	34086387	34127399	9	22121-43	3	SL016989	DDB1- and CUL4-associated factor 12	DCA12	Q5T6F0	25853	DCAF12	S1	-1	protein_coding
X22123.15	ENSG00000115844	DLX2	172099438	172102900	2	22123-15	3	SL007371	Homeobox protein DLX-2	DLX2	Q07687	1746	DLX2	S1	-1	protein_coding
X22124.94	ENSG00000232125	DYTN	206651621	206721570	2	22124-94	3	SL022803	Dystrotelin	DYTN	A2CJ06	391475	DYTN	S2	-1	protein_coding
X22125.9	ENSG00000133740	E2F5	85177154	85217158	8	22125-9	3	SL000662	E2F5	E2F5	Q15329	1875	E2F5	S1	1	protein_coding
X22128.8	ENSG00000158711	ELK4	205597556	205632011	1	22128-8	3	SL022833	ETS domain-containing protein Elk-4	ELK4	P28324	2005	ELK4	S1	-1	protein_coding
X22129.55	ENSG00000128886	ELL3	43772605	43777315	15	22129-55	3	SL022854	RNA polymerase II elongation factor ELL3	ELL3	Q9HB65	80237	ELL3	S1	-1	protein_coding
X22134.1	ENSG00000175832	ETV4	43527844	43579620	17	22134-1	3	SL007232	ETS translocation variant 4	ETV4	P43268	2118	ETV4	S1	-1	protein_coding
X22136.9	ENSG00000157036	EXOG	38496127	38542161	3	22136-9	3	SL022766	Nuclease EXOG, mitochondrial	EXOG	Q9Y2C4	9941	EXOG	S1	1	protein_coding
X22137.3	ENSG00000162636	EEIG2	108560089	108644900	1	22137-3	3	SL022877	Protein FAM102B	F102B	Q5T8I3	284611	FAM102B	S1	1	protein_coding
X22140.6	ENSG00000165669	FAM204A	118297925	118342328	10	22140-6	3	SL022855	Protein FAM204A	F204A	Q9H8W3	63877	FAM204A	S2	-1	protein_coding
X22141.59	ENSG00000158571	PFKFB1	54932961	54998534	X	22141-59	3	SL022772	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1	F261	P16118	5207	PFKFB1	S2	-1	protein_coding
X22142.4	ENSG00000186523	FAM86B1	12182096	12194133	8	22142-4	3	SL022821	Putative protein N-methyltransferase FAM86B1	F86B1	Q8N7N1	85002	FAM86B1	S1	-1	protein_coding
X22143.6	ENSG00000143756	FBXO28	224114111	224162047	1	22143-6	3	SL022934	F-box only protein 28	FBX28	Q9NVF7	23219	FBXO28	S1	1	protein_coding
X22144.65	ENSG00000204923	FBXO48	68459422	68467294	2	22144-65	3	SL022949	F-box only protein 48	FBX48	Q5FWF7	554251	FBXO48	S1	-1	protein_coding
X22146.20	ENSG00000075426	FOSL2	28392448	28417317	2	22146-20	3	SL007127	Fos-related antigen 2	FOSL2	P15408	2355	FOSL2	S1	1	protein_coding
X22147.19	ENSG00000184481	FOXO4	71095851	71103535	X	22147-19	3	SL022771	Forkhead box protein O4	FOXO4	P98177	4303	FOXO4	S1	1	protein_coding
X22148.135	ENSG00000049768	FOXP3	49250438	49264800	X	22148-135	3	SL007649	Forkhead box protein P3	FOXP3	Q9BZS1	50943	FOXP3	S1	-1	protein_coding
X22149.2	ENSG00000069509	FUNDC1	44523639	44542859	X	22149-2	3	SL022778	FUN14 domain-containing protein 1	FUND1	Q8IVP5	139341	FUNDC1	S1	-1	protein_coding
X22150.2	ENSG00000104064	GABPB1	50275389	50355408	15	22150-2	3	SL022911	GA-binding protein subunit beta-1	GABP1	Q06547	2553	GABPB1	S1	-1	protein_coding
X22151.48	ENSG00000063515	GSC2	19146993	19150292	22	22151-48	3	SL022804	Homeobox protein goosecoid-2	GSC2	O15499	2928	GSC2	S1	-1	protein_coding
X22152.162	ENSG00000182870	GALNT9	132196372	132329589	12	22152-162	3	SL022834	Polypeptide N-acetylgalactosaminyltransferase 9	GALT9	Q9HCQ5	50614	GALNT9	S2	-1	protein_coding
X22154.37	ENSG00000157259	GATAD1	92447482	92460075	7	22154-37	3	SL022810	GATA zinc finger domain-containing protein 1	GATD1	Q8WUU5	57798	GATAD1	S2	1	protein_coding
X22155.44	ENSG00000142252	GEMIN7	45079195	45091518	19	22155-44	3	SL022897	Gem-associated protein 7	GEMI7	Q9H840	79760	GEMIN7	S2	1	protein_coding
X22363.31	ENSG00000065457	ADAT1	75596868	75623300	16	22363-31	3	SL023044	tRNA-specific adenosine deaminase 1	ADAT1	Q9BUB4	23536	ADAT1	S1	-1	protein_coding
X22365.52	ENSG00000169136	ATF5	49928702	49933935	19	22365-52	3	SL023037	Cyclic AMP-dependent transcription factor ATF-5	ATF5	Q9Y2D1	22809	ATF5	S1	1	protein_coding
X22367.17	ENSG00000149179	CSTPP1	46936689	47164385	11	22367-17	3	SL023052	UPF0705 protein C11orf49	CK049	Q9H6J7	79096	C11orf49	S1	1	protein_coding
X22369.12	ENSG00000142025	DMRTC2	41844743	41852333	19	22369-12	3	SL023042	Doublesex- and mab-3-related transcription factor C2	DMRTD	Q8IXT2	63946	DMRTC2	S2	1	protein_coding
X22371.46	ENSG00000125898	FAM110A	833715	857463	20	22371-46	3	SL023049	Protein FAM110A	F110A	Q9BQ89	83541	FAM110A	S2	1	protein_coding
X22374.56	ENSG00000164683	HEY1	79762371	79767857	8	22374-56	3	SL023051	Hairy/enhancer-of-split related with YRPW motif protein 1	HEY1	Q9Y5J3	23462	HEY1	S1	-1	protein_coding
X22375.15	ENSG00000005073	HOXA11	27181157	27185232	7	22375-15	3	SL014766	Homeobox protein Hox-A11	HXA11	P31270	3207	HOXA11	S1	-1	protein_coding
X22376.95	ENSG00000106004	HOXA5	27141052	27143681	7	22376-95	3	SL013752	Homeobox protein Hox-A5	HXA5	P20719	3202	HOXA5	S1	-1	protein_coding
X22377.27	ENSG00000160888	IER2	13150411	13156981	19	22377-27	3	SL015188	Immediate early response gene 2 protein	IER2	Q9BTL4	9592	IER2	S2	1	protein_coding
X22378.2	ENSG00000262748					22378-2	3	SL006625	Keratin 34	Keratin 34	O76011	100653049	KRT34	S2		
X22381.1	ENSG00000147592	LACTB2	70635318	70669185	8	22381-1	3	SL023040	Endoribonuclease LACTB2	LACB2	Q53H82	51110	LACTB2	S2	-1	protein_coding
X22383.21	ENSG00000187098	MITF	69739456	69968336	3	22383-21	3	SL002546	MITF	MITF	O75030	4286	MITF	S1	1	protein_coding
X22385.2	ENSG00000160953	PWWP3A	1354711	1378431	19	22385-2	3	SL019548	PWWP domain-containing protein MUM1	MUM1	Q2TAK8	84939	PWWP3A	S2	1	protein_coding
X22386.11	ENSG00000115507	OTX1	63050057	63057836	2	22386-11	3	SL023038	Homeobox protein OTX1	OTX1	P32242	5013	OTX1	S2	1	protein_coding
X22387.26	ENSG00000107859	PITX3	102230189	102241512	10	22387-26	3	SL014646	Pituitary homeobox 3	PITX3	O75364	5309	PITX3	S2	-1	protein_coding
X22391.34	ENSG00000164576	SAP30L	154445997	154461053	5	22391-34	3	SL023043	Histone deacetylase complex subunit SAP30L	SP30L	Q9HAJ7	79685	SAP30L	S2	1	protein_coding
X22392.5	ENSG00000167565	SERTAD3	40440843	40444335	19	22392-5	3	SL023036	SERTA domain-containing protein 3	SRTD3	Q9UJW9	29946	SERTAD3	S1	-1	protein_coding
X22393.130	ENSG00000133773	CCDC59	82223681	82358805	12	22393-130	3	SL023047	Thyroid transcription factor 1-associated protein 26	TAP26	Q9P031	29080	CCDC59	S1	-1	protein_coding
